"","EntryID.uniprot","Symbol","Synonym","Reviewed","EntryName","ProteinName","Keywords","Location","AntibodyName"
"45","P21440","Abcb4","Mdr2 Pgy-2 Pgy2","reviewed","MDR3_MOUSE","Phosphatidylcholine translocator ABCB4 (EC 7.6.2.1) (ATP-binding cassette sub-family B member 4) (Multidrug resistance protein 2) (Multidrug resistance protein 3) (P-glycoprotein 2) (P-glycoprotein 3)","ATP-binding;Cell membrane;Cytoplasm;Cytoplasmic vesicle;Glycoprotein;Lipid transport;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23468132, ECO:0000269|PubMed:8106172, ECO:0000269|PubMed:8615769}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}. Apical cell membrane {ECO:0000269|PubMed:1381362}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}. Membrane raft {ECO:0000250|UniProtKB:P21439}. Cytoplasm {ECO:0000250|UniProtKB:P21439}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250|UniProtKB:Q08201}. Note=Transported from the Golgi to the apical bile canalicular membrane in a RACK1-dependent manner. Redistributed into pseudocanaliculi formed between cells in a bezafibrate- or PPARA-dependent manner (By similarity). Localized at the apical canalicular membrane of the epithelial cells lining the lumen of the bile canaliculi and biliary ductules (PubMed:1381362, PubMed:8106172, PubMed:8615769). Localized preferentially in lipid nonraft domains of canalicular plasma membranes (PubMed:23468132). {ECO:0000250|UniProtKB:P21439, ECO:0000269|PubMed:1381362, ECO:0000269|PubMed:23468132, ECO:0000269|PubMed:8106172, ECO:0000269|PubMed:8615769}.",NA
"46","B5X0E4","Abcb5",NA,"reviewed","ABCB5_MOUSE","ATP-binding cassette sub-family B member 5 (ABCB5 P-gp) (P-glycoprotein ABCB5) (EC 7.6.2.2)","Alternative splicing;ATP-binding;Cell membrane;Differentiation;Glycoprotein;Membrane;Nucleotide-binding;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25030174}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:25030174}.",NA
"47","Q9DC29","Abcb6",NA,"reviewed","ABCB6_MOUSE","ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5)","ATP-binding;Cell membrane;Direct protein sequencing;Disulfide bond;Endoplasmic reticulum;Endosome;Golgi apparatus;Lysosome;Membrane;Mitochondrion;Mitochondrion outer membrane;Nucleotide-binding;Reference proteome;Secreted;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion outer membrane {ECO:0000269|PubMed:17006453}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:23519333}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000250|UniProtKB:Q9NP58}. Late endosome membrane {ECO:0000250|UniProtKB:O70595}. Early endosome membrane {ECO:0000250|UniProtKB:O70595}. Secreted, extracellular exosome {ECO:0000269|PubMed:22655043}. Mitochondrion {ECO:0000250|UniProtKB:Q9NP58}. Endosome, multivesicular body membrane {ECO:0000250|UniProtKB:Q9NP58}. Melanosome membrane {ECO:0000250|UniProtKB:Q9NP58}. Note=Present in the membrane of mature erythrocytes and in exosomes released from reticulocytes during the final steps of erythroid maturation. Traffics from endoplasmic reticulum to Golgi during its glycans's maturation, therefrom is first targeted to the plasma membrane, and is rapidly internalized through endocytosis to be distributed to the limiting membrane of multivesicular bodies and lysosomes. Localized on the limiting membrane of early melanosomes of pigment cells (By similarity). Targeted to the endolysosomal compartment (By similarity). {ECO:0000250|UniProtKB:O70595, ECO:0000250|UniProtKB:Q9NP58}.",NA
"48","Q61102","Abcb7","Abc7","reviewed","ABCB7_MOUSE","Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial) (ATP-binding cassette transporter 7) (ABC transporter 7 protein)","Acetylation;ATP-binding;Membrane;Mitochondrion;Mitochondrion inner membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P40416}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P40416}.",NA
"49","Q9CXJ4","Abcb8","Mitosur","reviewed","MITOS_MOUSE","Mitochondrial potassium channel ATP-binding subunit (ATP-binding cassette sub-family B member 8, mitochondrial) (ABCB8) (Mitochondrial sulfonylurea-receptor) (MITOSUR)","ATP-binding;Ion transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Nucleotide-binding;Potassium;Potassium transport;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9NUT2}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.",NA
"50","Q9JJ59","Abcb9","Kiaa1520","reviewed","ABCB9_MOUSE","ABC-type oligopeptide transporter ABCB9 (EC 7.4.2.6) (ATP-binding cassette sub-family B member 9) (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (mABCB9) (TAP-like protein) (TAPL)","3D-structure;Alternative splicing;ATP-binding;Lysosome;Membrane;Nucleotide-binding;Peptide transport;Protein transport;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q9NP78}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9NP78, ECO:0000255|PROSITE-ProRule:PRU00441}. Note=May be located in membrane rafts. Takes an intracellular route from the endoplasmic reticulum (ER), via Golgi and early endosomes to late endosomal and lysosomal compartments. {ECO:0000250|UniProtKB:Q9NP78}.",NA
"51","O35379","Abcc1","Abcc1a Abcc1b Mdrap Mrp","reviewed","MRP1_MOUSE","Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)","ATP-binding;Cell membrane;Glycoprotein;Hydrolase;Lipid transport;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.",NA
"52","Q8R4P9","Abcc10","Mrp7","reviewed","MRP7_MOUSE","ATP-binding cassette sub-family C member 10 (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 7)","Alternative splicing;ATP-binding;Cell membrane;Lipid transport;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q5T3U5}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q5T3U5, ECO:0000255|PROSITE-ProRule:PRU00441}. Basolateral cell membrane {ECO:0000250|UniProtKB:Q5T3U5}; Multi-pass membrane protein {ECO:0000255}. Basal cell membrane {ECO:0000250|UniProtKB:Q5T3U5}; Multi-pass membrane protein {ECO:0000255}.",NA
"53","Q80WJ6","Abcc12","Mrp9","reviewed","MRP9_MOUSE","ATP-binding cassette sub-family C member 12 (Multidrug resistance-associated protein 9)","Alternative splicing;ATP-binding;Endoplasmic reticulum;Glycoprotein;Membrane;Nucleotide-binding;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q96J65}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to the midpiece of the sperm tail. {ECO:0000269|PubMed:17472575}.",NA
"54","Q8VI47","Abcc2",NA,"reviewed","MRP2_MOUSE","ATP-binding cassette sub-family C member 2 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 1) (Multidrug resistance-associated protein 2)","ATP-binding;Cell membrane;Glycoprotein;Lipid transport;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q92887}; Multi-pass membrane protein {ECO:0000255}.",NA
"55","B2RX12","Abcc3","Cmoat2 Mrp3","reviewed","MRP3_MOUSE","ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multidrug resistance-associated protein 3)","Alternative splicing;ATP-binding;Cell membrane;Glycoprotein;Lipid transport;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000269|PubMed:16225954}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}. Basal cell membrane {ECO:0000250|UniProtKB:O15438}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.",NA
"56","E9Q236","Abcc4","Mrp4","reviewed","MRP4_MOUSE","ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 4)","Alternative splicing;ATP-binding;Cell membrane;Lipid transport;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000269|PubMed:12883481, ECO:0000269|PubMed:15314169}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000269|PubMed:15314169}; Multi-pass membrane protein {ECO:0000255}. Note=Its localization to the basolateral or apical membranes is tissue-dependent. {ECO:0000269|PubMed:15314169}.",NA
"57","Q9R1X5","Abcc5","Abcc5a Mrp5","reviewed","MRP5_MOUSE","ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP)","ATP-binding;Cell membrane;Direct protein sequencing;Endosome;Glycoprotein;Golgi apparatus;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000250|UniProtKB:O15440}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus lumen {ECO:0000250|UniProtKB:O15440}. Endosome membrane {ECO:0000250|UniProtKB:O15440}. Cytoplasmic granule {ECO:0000269|PubMed:24836561}. Apical cell membrane {ECO:0000269|PubMed:16361063}; Multi-pass membrane protein {ECO:0000255}. Note=In most cells, routes to the basolateral plasma membrane, but in the brain capillary endothelial cells that form the blood-brain barrier, resides in the apical membrane. {ECO:0000250|UniProtKB:O15440, ECO:0000269|PubMed:16361063}.",NA
"58","Q9R1S7","Abcc6","Mrp6","reviewed","MRP6_MOUSE","ATP-binding cassette sub-family C member 6 (EC 7.6.2.-) (EC 7.6.2.3) (Multidrug resistance-associated protein 6)","ATP-binding;Cell membrane;Glycoprotein;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000269|PubMed:15888484, ECO:0000269|PubMed:23625951}; Multi-pass membrane protein {ECO:0000255, ECO:0000269|PubMed:23625951}. Basal cell membrane {ECO:0000250|UniProtKB:O95255}; Multi-pass membrane protein {ECO:0000255}.",NA
"59","P70170","Abcc9","Sur2","reviewed","ABCC9_MOUSE","ATP-binding cassette sub-family C member 9 (Sulfonylurea receptor 2)","Alternative splicing;ATP-binding;Direct protein sequencing;Glycoprotein;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Membrane {ECO:0000255|PROSITE-ProRule:PRU00441}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.",NA
"60","P48410","Abcd1","Ald Aldgh","reviewed","ABCD1_MOUSE","ATP-binding cassette sub-family D member 1 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy protein) (ALDP)","ATP-binding;Endoplasmic reticulum;Glycoprotein;Hydrolase;Lysosome;Membrane;Mitochondrion;Nucleotide-binding;Peroxisome;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250|UniProtKB:P33897}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:P33897}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P33897}. Lysosome membrane {ECO:0000250|UniProtKB:P33897}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P33897}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P33897}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P33897}.",NA
"61","Q61285","Abcd2","Aldr","reviewed","ABCD2_MOUSE","ATP-binding cassette sub-family D member 2 (EC 3.1.2.-) (EC 7.6.2.-) (Adrenoleukodystrophy-related protein)","ATP-binding;Glycoprotein;Hydrolase;Lipid metabolism;Membrane;Nucleotide-binding;Peroxisome;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:8577752}; Multi-pass membrane protein {ECO:0000255}.",NA
"62","P55096","Abcd3","Pmp70 Pxmp1","reviewed","ABCD3_MOUSE","ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (68 kDa peroxisomal membrane protein) (PMP68) (70 kDa peroxisomal membrane protein) (PMP70)","Acetylation;ATP-binding;Glycoprotein;Hydrolase;Membrane;Nucleotide-binding;Peroxisome;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport;Ubl conjugation","SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250|UniProtKB:P28288}; Multi-pass membrane protein {ECO:0000255}.",NA
"63","O89016","Abcd4","Pxmp1l","reviewed","ABCD4_MOUSE","Lysosomal cobalamin transporter ABCD4 (EC 7.6.2.8) (ATP-binding cassette sub-family D member 4) (PMP70-related protein) (P70R) (Peroxisomal membrane protein 1-like) (PXMP1-L) (Peroxisomal membrane protein 69) (PMP69)","ATP-binding;Endoplasmic reticulum;Lysosome;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O14678}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000250|UniProtKB:O14678}; Multi-pass membrane protein {ECO:0000255}.",NA
"64","P61222","Abce1","Rli","reviewed","ABCE1_MOUSE","ATP-binding cassette sub-family E member 1 (RNase L inhibitor) (EC 3.6.5.-) (Ribonuclease 4 inhibitor) (RNS4I)","4Fe-4S;ATP-binding;Chaperone;Cytoplasm;Hydrolase;Iron;Iron-sulfur;Metal-binding;Mitochondrion;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translation regulation;Ubl conjugation","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P61221}. Mitochondrion {ECO:0000250|UniProtKB:P61221}.",NA
"65","Q6P542","Abcf1",NA,"reviewed","ABCF1_MOUSE","ATP-binding cassette sub-family F member 1","Activator;ATP-binding;Cytoplasm;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus envelope {ECO:0000250|UniProtKB:Q8NE71}.",NA
"66","Q99LE6","Abcf2",NA,"reviewed","ABCF2_MOUSE","ATP-binding cassette sub-family F member 2","Acetylation;ATP-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat",NA,NA
"67","Q8K268","Abcf3",NA,"reviewed","ABCF3_MOUSE","ATP-binding cassette sub-family F member 3","Acetylation;Antiviral defense;ATP-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat",NA,NA
"68","Q64343","Abcg1","Abc8 Wht1","reviewed","ABCG1_MOUSE","ATP-binding cassette sub-family G member 1 (EC 7.6.2.-) (ATP-binding cassette transporter 8) (White protein homolog)","ATP-binding;Cell membrane;Endoplasmic reticulum;Golgi apparatus;Lipid transport;Lipoprotein;Membrane;Nucleotide-binding;Palmitate;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P45844}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P45844}. Golgi apparatus membrane {ECO:0000250|UniProtKB:P45844}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P45844}. Cell membrane {ECO:0000250|UniProtKB:P45844}. Note=Predominantly localized in the intracellular compartments mainly associated with the endoplasmic reticulum (ER) and Golgi membranes. {ECO:0000250|UniProtKB:P45844}.",NA
"69","Q7TMS5","Abcg2","Abcp Bcrp1","reviewed","ABCG2_MOUSE","Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein 1 homolog) (Urate exporter) (CD antigen CD338)","ATP-binding;Cell membrane;Disulfide bond;Glycoprotein;Lipid transport;Membrane;Mitochondrion;Nucleotide-binding;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9UNQ0}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000269|PubMed:12429862}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9UNQ0}; Multi-pass membrane protein {ECO:0000255}. Note=Enriched in membrane lipid rafts. {ECO:0000250|UniProtKB:Q9UNQ0}.",NA
"70","Q99P81","Abcg3",NA,"reviewed","ABCG3_MOUSE","ATP-binding cassette sub-family G member 3","Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA
"71","Q91WA9","Abcg4","White2","reviewed","ABCG4_MOUSE","ATP-binding cassette subfamily G member 4 (EC 7.6.2.-) (ATP-binding cassette transporter White2)","ATP-binding;Cell membrane;Cytoplasmic vesicle;Endosome;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9H172}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:17916878}; Multi-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:17916878}; Multi-pass membrane protein {ECO:0000255}.",NA
"72","Q99PE8","Abcg5",NA,"reviewed","ABCG5_MOUSE","ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)","ATP-binding;Cell membrane;Disease variant;Glycoprotein;Lipid transport;Lipoprotein;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Palmitate;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12208867, ECO:0000269|PubMed:18402465, ECO:0000305|PubMed:16352607}; Multi-pass membrane protein {ECO:0000305}. Apical cell membrane {ECO:0000269|PubMed:12208867, ECO:0000269|PubMed:14504269, ECO:0000269|PubMed:15040800, ECO:0000269|PubMed:16867993, ECO:0000269|PubMed:18402465}; Multi-pass membrane protein {ECO:0000305}.",NA
"73","Q9DBM0","Abcg8",NA,"reviewed","ABCG8_MOUSE","ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)","Alternative splicing;Cell membrane;Glycoprotein;Lipid transport;Magnesium;Membrane;Metal-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12208867, ECO:0000269|PubMed:18402465, ECO:0000305|PubMed:16352607}; Multi-pass membrane protein {ECO:0000305}. Apical cell membrane {ECO:0000269|PubMed:12208867, ECO:0000269|PubMed:14504269, ECO:0000269|PubMed:16867993, ECO:0000269|PubMed:18402465}; Multi-pass membrane protein {ECO:0000305}.",NA
